datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
691,Nematode data from the Firth of Clyde (Scotland),"Lambshead, J. (1978). Nematode data from the Firth of Clyde (Scotland). Natural History Museum (NHM), UK.",NA,Attribution (CC BY),,"The general aim of this dataset was to investigate aspects of the practical potential of nematodes as pollution monitoring organisms. To this end, six stations with different scales of contamination were sampled for nematodes and compared.",NA,P John D Lambshead,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Meiofauna , Nematode , Pollution monitoring"
695,Meiofauna of the Southern Baltic,"Urban-Malinga, B. (2004). Meiofauna of the Southern Baltic. Polish Academy of Sciences, Institute of Oceanology (IOPAS), Poland.",NA,Attribution (CC BY),,"These data were collected as part of a large study, aiming to compare the structure of the nematode communities at two comparable sublittoral sites, located in the Southern Baltic and the south-eastern part of the North Sea.","The goal was to increase the understanding of the controlling factors in abundance, diversity and spatial distribution patterns.",Basia Urban-Malinga,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Data , Marine Genomics , Meiobenthos , Meiofauna , Spatial distribution , Sublittoral zone"
698,Offshore nematodes from Rame and in microcosm experiment (exposure to metals),"McEvoy, A. & Austen, M. (1996). Offshore nematodes from Rame (UK) and in microcosm experiment (exposure to metals). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Experimental data - nematode data from microcosms dosed with three levels of contaminants (Cu, Zn, Cd,Pb) plus controls and initial field samples.",A microcosm experiment was carried out to determine the effect of four heavy metals on offshore meiobenthic nematode communities. Both field and experimental data are available.,Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Nematode"
699,Nematodes of the Plymouth Sound,"Somerfield, P.J. (1994). Nematodes of the Plymouth Sound. Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,Nematodes were collected using four different collection methods at two sites with contrasting sediment types. The aim was to assess differences between samplers by looking at the variation in nematode community structure.,NA,Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Sampling methods , Sediment samples"
702,"Nematodes of Solbergstrand, Norway (in presence and absence of <i>Brissopsis</i>)","Austen, M. (1995). Nematodes of Solbergstrand, Norway (in presence and absence of Brissopsis). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Experimental data using benthic mesocosm facility at Solbergstrand, Norway. - 4 box cores containing four cages. Cages= two replicates of two densities of Brissopsis. Samples taken inside cages. Samples taken outside cages = controls",This data represent the results of an enclosure experiment in a benthic mesocosm. This dataset wanted to determine the effects of the predatory and disturbance activities of the heart urchin on natural meiobenthic nematode communities.,Melanie Austen,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity",Meiobenthos
703,Liverpool Bay Nematoda and Copepoda (UK),"Somerfield, P.J. (1991). Liverpool Bay Nematoda and Copepoda (UK). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Estuarine pollution gradient.Transect through dredgings disposal site, 7 stationson a 10m contour, 4 reps, (craib cores and Day grab (subsamples of 50ml syringe to a depth of 5cm))","Data were collected to look for changes in meiofauna community structures through a disposal site, to assess the utility of meiofauna samples collected by taking subsamples from grab samples compared to samples collected with a Craib corer and finally to relate the observed changes to the measured environmental variables",Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Changes (time) , Disposal (waste) , Meiobenthos , Meiofauna"
705,Nematoda and Copepoda from the Fal estuary,"Somerfield, P.J. (1992). Nematoda and Copepoda from the Fal estuary (UK). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Fal nematode and copepode abundance and environmental data; samples from November and March, from 5 creeks (Restronguet, Mylor, Pill, St Just, Percuil)","The Fal estuary system presented an ideal site for a natural experiment on the effects of long-term contamination by heavy metals on the meiofaunal communities of an intertidal mudflat, and the short-term effects of a spill of minewaters.",Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Experimental research , Intertidal flats , Meiobenthos , Nematode"
706,Meiofauna from Lynher estuary in microcosms with contaminated sediment from the Fal estuary,"Somerfield, P.J. & Austen, M. (1993). Meiofauna from Lynher estuary in microcosms with contaminated sediment from the Fal estuary. Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,Experimental data - sediment from Fal estuary (field-contaminated with heavy metals) seeded with meiofauna from Lynher estuary in microcosms,A laboratory microcosm experiment was conducted to study the relationship between the nematode community structure and contaminated field sediments.,Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Experimental research , Meiobenthos"
707,Meiofauna from the Firth of Clyde (Scotland),"Somerfield, P.J. (1981). Meiofauna from the Firth of Clyde (Scotland). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Clyde meiofauna - transect through Garroch Head disposal site (at Station P), Craib cores: Response of the meiofaunal community to sewage sludge disposal in the Firth of Clyde","The meiofauna of the Firth of Clyde was sampled to examine changes in community structure along a classical gradient of organic enrichment and to compare the responses of the different meiofaunal groups. Additionally, the data were used to investigate the response patterns as revealed by various community measurements (e.g. abundance and diversity).",Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Gradients , Meiobenthos , Meiofauna"
713,Experimental effects of TBT on meiobenthic communities,"Austen, M. & McEvoy, A. (1993). Experimental effects of TBT on meiobenthic communities. Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,This dataset arises from probably the first study on the effects of TBT on meiobenthic communities. Microcosm experiments were conducted where meiobenthos is concentrated in TBT contaminated and uncontaminated sediments.,NA,Andrea McEvoy,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Experimental research , Meiobenthos , Meiofauna communities"
744,Meiofauna of the Gulf of Trieste-Slovenia,"Vriser, B. & Grego, M. (2005). Meiofauna of the Gulf of Trieste (NIB-MBS database on meiofauna version 1.2). National Institute of Biology, Marine Biological Station Piran (MBS), Slovenia",NA,Attribution (CC BY),,The database contains abundance of main meiofaunal groups and of harpacticoid copepods separately. There are also data present from a recolonisation study.,"This database is a product of 25 years of meiofaunal research of the Gulf of Trieste-TS Gulf. The data are based on coastal transects from 1-15m depth, sampling of offshore waters of the TS Gulf-31 stations, long term study at a single location in the central part of TS Gulf-10 years, and numerous other partial studies in the vicinity of mariculture site, harbour and other areas.",Mateja Grego,FALSE,FALSE,"Biology , Benthos","Abundance , Data , Harpacticoids , Marine Genomics , Meiobenthos , Meiofauna , Taxonomy"
749,"Meiobenthos at the stations 115, 702, 790 on the Belgian Continental Shelf","Steyaert, M. (1994). Meiobenthos at the stations 115, 702, 790 on the Belgian Continental Shelf. Ghent University, Department of Biology, Marine Biology Section (MARBIOL), Belgium",NA,Attribution (CC BY),,Nematode communities were sampled at three localities along the Belgian coast,The main aim was to describe vertical distribution patterns and species diversity and relate this to both particular natural environmental parameters and anthropogenic influences.,Maaike Steyaert,FALSE,FALSE,"Biology , Benthos , Ecology - biodiversity","Data , Marine Genomics , Meiobenthos"
758,Darwin Mounds,"Van Gaever, S. (2000). Meiobenthos of the Darwin mounds (North-East Atlantic). Ghent University, Department of Biology, Marine Biology Section (MARBIOL), Belgium.",NA,Attribution (CC BY),,The Darwin mounds area was sampled to investigate the importance of local-scale topographic features and small-scale biogenic structures in influencing the density and diversity of the associated meiobenthic communities and nematodes in particular.,NA,Saskia Van Gaever,FALSE,FALSE,"Biology , Benthos","Deep sea , Meiobenthos"
